Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type,GO ID,Term,Code
Fam98a,current symbol,MGI:1919972,Fam98a,"family with sequence similarity 98, member A",protein coding gene,GO:0008276,protein methyltransferase activity,ISO
Fam98a,current symbol,MGI:1919972,Fam98a,"family with sequence similarity 98, member A",protein coding gene,GO:0072669,tRNA-splicing ligase complex,IBA
Rpl23,synonym,MGI:1196611,D7Zem4,"DNA segment, Chr 7, Zemel 4",DNA segment,,,
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0001650,fibrillar center,ISO
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0005743,mitochondrial inner membrane,IC
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0005762,mitochondrial large ribosomal subunit,IBA
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0005762,mitochondrial large ribosomal subunit,IC
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0005762,mitochondrial large ribosomal subunit,ISO
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0005761,mitochondrial ribosome,IDA
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0032543,mitochondrial translation,IBA
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0032543,mitochondrial translation,IC
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0005739,mitochondrion,HDA
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0005739,mitochondrion,IBA
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0005739,mitochondrion,ISO
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0005840,ribosome,IEA
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0003735,structural constituent of ribosome,IBA
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0003735,structural constituent of ribosome,ISO
Rpl23,human synonym,MGI:1196612,Mrpl23,mitochondrial ribosomal protein L23,protein coding gene,GO:0006412,translation,ISO
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0031672,A band,ISO
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0005737,cytoplasm,IC
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0002181,cytoplasmic translation,IBA
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0002181,cytoplasmic translation,IC
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0022625,cytosolic large ribosomal subunit,IBA
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0022625,cytosolic large ribosomal subunit,IPI
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0022625,cytosolic large ribosomal subunit,ISO
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0022626,cytosolic ribosome,ISO
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0015934,large ribosomal subunit,IEA
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0070180,large ribosomal subunit rRNA binding,ISO
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0005634,nucleus,ISO
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0005844,polysome,ISO
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,ISO
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0005515,protein binding,IPI
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0005840,ribosome,IEA
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0003735,structural constituent of ribosome,IBA
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0003735,structural constituent of ribosome,ISO
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0045202,synapse,EXP
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0045202,synapse,IDA
Rpl23,human synonym,MGI:2448270,Rpl17,ribosomal protein L17,protein coding gene,GO:0006412,translation,IEA
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0072717,cellular response to actinomycin D,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0005737,cytoplasm,IC
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0005737,cytoplasm,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0002181,cytoplasmic translation,IC
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0022625,cytosolic large ribosomal subunit,IBA
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0022625,cytosolic large ribosomal subunit,IPI
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0022625,cytosolic large ribosomal subunit,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0022626,cytosolic ribosome,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0070314,G1 to G0 transition,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0070180,large ribosomal subunit rRNA binding,IBA
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0000122,negative regulation of transcription by RNA polymerase II,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:1904667,negative regulation of ubiquitin protein ligase activity,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0005730,nucleolus,IDA
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0005730,nucleolus,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0005654,nucleoplasm,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0008284,positive regulation of cell population proliferation,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0010628,positive regulation of gene expression,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:1901798,positive regulation of signal transduction by p53 class mediator,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0005515,protein binding,IPI
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0032991,protein-containing complex,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0032986,protein-DNA complex disassembly,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0050821,protein stabilization,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:1903450,regulation of G1 to G0 transition,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0005840,ribosome,IEA
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0003735,structural constituent of ribosome,IBA
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0003735,structural constituent of ribosome,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0001223,transcription coactivator binding,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0006412,translation,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:1990948,ubiquitin ligase inhibitor activity,ISO
Rpl23,current symbol,MGI:1929455,Rpl23,ribosomal protein L23,protein coding gene,GO:0031625,ubiquitin protein ligase binding,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:1990932,5.8S rRNA binding,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0005737,cytoplasm,IC
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0002181,cytoplasmic translation,IC
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0022626,cytosolic ribosome,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0022627,cytosolic small ribosomal subunit,IBA
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0022627,cytosolic small ribosomal subunit,IC
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0022627,cytosolic small ribosomal subunit,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0048027,mRNA 5'-UTR binding,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0003729,mRNA binding,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0033119,negative regulation of RNA splicing,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0005730,nucleolus,IBA
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0005730,nucleolus,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0005634,nucleus,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0014069,postsynaptic density,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0005840,ribosome,IEA
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0070181,small ribosomal subunit rRNA binding,IBA
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0003735,structural constituent of ribosome,IBA
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0003735,structural constituent of ribosome,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0045202,synapse,ISO
Rps13,current symbol,MGI:1915302,Rps13,ribosomal protein S13,protein coding gene,GO:0006412,translation,IEA
Rps13,human symbol,MGI:3650602,Rps13-ps5,"ribosomal protein S13, pseudogene 5",pseudogene,,,
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0032281,AMPA glutamate receptor complex,IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0032281,AMPA glutamate receptor complex,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0005262,calcium channel activity,IEA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0005246,calcium channel regulator activity,IDA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0070588,calcium ion transmembrane transport,IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0006816,calcium ion transport,IEA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0030054,cell junction,IEA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0016247,channel regulator activity,IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0032590,dendrite membrane,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0098978,glutamatergic synapse,IDA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0098978,glutamatergic synapse,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0016021,integral component of membrane,IEA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0099061,integral component of postsynaptic density membrane,IDA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0099061,integral component of postsynaptic density membrane,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0035255,ionotropic glutamate receptor binding,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0006811,ion transport,IEA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:1990454,L-type voltage-gated calcium channel complex,IDA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0016020,membrane,IEA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0099590,neurotransmitter receptor internalization,IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0098943,"neurotransmitter receptor transport, postsynaptic endosome to lysosome",IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0005886,plasma membrane,IEA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:2000969,positive regulation of AMPA receptor activity,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0051968,"positive regulation of synaptic transmission, glutamatergic",IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0014069,postsynaptic density,IDA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0014069,postsynaptic density,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0098839,postsynaptic density membrane,IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0045211,postsynaptic membrane,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0098970,postsynaptic neurotransmitter receptor diffusion trapping,IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0030346,protein phosphatase 2B binding,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:2000311,regulation of AMPA receptor activity,IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:2000311,regulation of AMPA receptor activity,IDA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:2000311,regulation of AMPA receptor activity,ISO
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0034765,regulation of ion transmembrane transport,IEA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0099072,regulation of postsynaptic membrane neurotransmitter receptor levels,IDA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0098685,Schaffer collateral - CA1 synapse,IDA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0045202,synapse,IEA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0019226,transmission of nerve impulse,IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0005245,voltage-gated calcium channel activity,IBA
Cacng8,current symbol,MGI:1932376,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8",protein coding gene,GO:0005244,voltage-gated ion channel activity,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0002218,activation of innate immune response,ISO
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0006974,cellular response to DNA damage stimulus,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0003682,chromatin binding,IDA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0005694,chromosome,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0007623,circadian rhythm,ISO
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0003677,DNA binding,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0006310,DNA recombination,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0006281,DNA repair,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0001650,fibrillar center,ISO
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0042802,identical protein binding,ISO
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0002376,immune system process,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0045087,innate immune response,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0006397,mRNA processing,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:1903377,negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,ISO
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0045892,"negative regulation of transcription, DNA-templated",IDA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0016363,nuclear matrix,ISO
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0003676,nucleic acid binding,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0005654,nucleoplasm,ISO
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0005634,nucleus,IBA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0005634,nucleus,IDA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0005634,nucleus,ISO
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0042382,paraspeckles,ISO
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0005515,protein binding,IPI
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0042752,regulation of circadian rhythm,IMP
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0006355,"regulation of transcription, DNA-templated",IBA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0048511,rhythmic process,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0003723,RNA binding,IEA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0090575,RNA polymerase II transcription regulator complex,IDA
Nono,current symbol,MGI:1855692,Nono,"non-POU-domain-containing, octamer binding protein",protein coding gene,GO:0008380,RNA splicing,IEA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0000380,"alternative mRNA splicing, via spliceosome",IMP
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0000380,"alternative mRNA splicing, via spliceosome",ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0030521,androgen receptor signaling pathway,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0005524,ATP binding,IEA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0030509,BMP signaling pathway,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0048306,calcium-dependent protein binding,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0005516,calmodulin binding,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0071013,catalytic step 2 spliceosome,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0007623,circadian rhythm,IMP
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0005737,cytoplasm,IEA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0019899,enzyme binding,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0001837,epithelial to mesenchymal transition,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0004386,helicase activity,IEA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0016787,hydrolase activity,IEA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0030520,intracellular estrogen receptor signaling pathway,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0035500,MH2 domain binding,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0061614,miRNA transcription,IMP
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0003730,mRNA 3'-UTR binding,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0006397,mRNA processing,IEA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0009299,mRNA transcription,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0045445,myoblast differentiation,IMP
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0000122,negative regulation of transcription by RNA polymerase II,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0050681,nuclear androgen receptor binding,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0000956,nuclear-transcribed mRNA catabolic process,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0003676,nucleic acid binding,IEA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0005730,nucleolus,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0005654,nucleoplasm,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0000166,nucleotide binding,IEA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0005634,nucleus,IBA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0005634,nucleus,IC
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0005634,nucleus,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0043517,"positive regulation of DNA damage response, signal transduction by p53 class mediator",ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:1903800,positive regulation of production of miRNAs involved in gene silencing by miRNA,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0045893,"positive regulation of transcription, DNA-templated",IDA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0036002,pre-mRNA binding,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0070878,primary miRNA binding,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:1990841,promoter-specific chromatin binding,IDA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0005515,protein binding,IPI
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0006606,protein import into nucleus,IGI
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",IDA
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0060765,regulation of androgen receptor signaling pathway,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0045667,regulation of osteoblast differentiation,IMP
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:2001014,regulation of skeletal muscle cell differentiation,IMP
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0006357,regulation of transcription by RNA polymerase II,ISO
Ddx5,current symbol,MGI:105037,Ddx5,DEAD box helicase 5,protein coding gene,GO:0045069,regulation of viral genome replication,ISO
